Media,title,article

This is a risky accommodation, because the media and Democrats won't be satisfied no matter what Republicans do. But if it provides the space GOP senators need to move ahead to confirm Judge Kavanaugh, it may be the least damaging accommodation. The test is whether the hearing serves the purpose of keeping confirmation process close to schedule, or whether it will be turn into what the Democrats are really pushing for: the first of many delaying actions to come -- what one Judiciary Committee staffer describes as ""Borking 2.0.""

By all means let's hear what Ms. Ford has to say. But let us hope Ms. Collins insists it not be at the expense of fairness to Judge Kavanaugh. Because right now the effort to put off his confirmation votes seems aimed at establishing an odious, new post-hearing precedent, whereby a single, inconclusive and uncorroborated #MeToo accusation can upend all Senate norms and leave a man with an otherwise sterling reputation twisting in the wind."

wsj,Committee Vote Yields High Drama,"WASHINGTON -- After the raw and riveting hearing Thursday on sexual assault allegedly committed by a teenage Brett Kavanaugh, Friday's committee vote was expected to be an anticlimax, allowing senators to repeat calcified views before voting 11-10 along party lines to send President Trump's Supreme Court nominee to the Senate floor.

Instead, the previous day's spectacle gave way to intrigue, as events in and around the Dirksen Senate Office Building's wood-paneled Room 226 turned an apparent fait accompli into a fast-moving drama centering on Sen. Jeff Flake, a retiring Republican from Arizona.

Throughout the Dirksen building and the larger Capitol complex, anti-Kavanaugh protesters clogged corridors, staffers congregated around television monitors or stared at smartphones to follow the hearing, and senators sought to navigate -- physically as well as politically -- the perils posed by the nomination.

Mr. Flake's frequent criticism of Mr. Trump and often-conciliatory stance toward the opposition made him the sole Republican on the Senate Judiciary Committee who Democrats thought might tilt against Judge Kavanaugh, particularly after Thursday's testimony by Christine Blasey Ford, the California professor who said the assault had scarred her for life. Judge Kavanaugh emotionally denied the allegations.

Four minutes before the committee's 9:30 a.m. meeting time, Mr. Flake appeared to eliminate any suspense with an emailed press release pledging to vote for Judge Kavanaugh.

""I wish that I could express the confidence that some of my colleagues have conveyed about what either did or did not happen in the early 1980s, but I left the hearing yesterday with as much doubt as certainty,"" his statement said. And a tie goes to the accused, whose conservative legal views align with his, Mr. Flake reasoned.

Bringing down the gavel, committee chairman Sen. Chuck Grassley (R., Iowa) sought to move quickly through procedures that could send Judge Kavanaugh's nomination to a floor vote.

It turned out, however, that the real action had occurred in a building elevator, where two women confronted Mr. Flake minutes after he announced support for Judge Kavanaugh, telling him that they, too, had been sexually assaulted.

""You're telling all women that they don't matter, that they should just stay quiet, because if they tell you what happened to them, you are going to ignore them,"" one said.

Mr. Flake entered the hearing room, but word quickly spread about the dramatic encounter. When Mr. Flake, visibly pained, abruptly left the room, rumors spread that he was reconsidering his support for Judge Kavanaugh.

The hearing's tenor changed shortly before 1 p.m., when Mr. Grassley declared the committee would stand ""at ease until the fall of the gavel."" Silence replaced rancor as senators began to disappear through the mirrored rear door leading to their anteroom, and it became clear that something was going on.

The specified vote time of 1:30 p.m. came and went. Then, as abruptly as he had left, Mr. Flake returned. He had no deal to announce, just his own position: He would vote to recommend Judge Kavanaugh to the full Senate -- but wouldn't vote to confirm him on the floor without a weeklong delay to let the FBI investigate Dr. Ford's allegations.

""This country is being ripped apart here,"" he said. His position, he said, was an effort to mend that tear."

wsj,A Stumble Down Memory Lane,"Christine Blasey Ford has told the world that Brett Kavanaugh sexually assaulted her 36 years ago, when they were 15 and 17, respectively. Because it was so long ago, she doesn't know where or when the alleged assault occurred. But she says she knows what Mr. Kavanaugh did to her, in graphic detail.

The judge denies her accusations categorically. He attests that he has never treated any woman in the manner Ms. Ford says he treated her. All of Ms. Ford's three named witnesses don't recall any such party; one denies knowing Judge Kavanaugh.

Now, one of Judge Kavanaugh's Yale classmates, Deborah Ramirez, has accused him of lewd conduct at a freshman-year dorm party. ""She was at first hesitant to speak publicly, partly because her memories contained gaps because she had been drinking,"" the magazine asserts. She ""felt confident"" of her story only ""after six days of carefully assessing her memories and consulting with her attorney."" Again, Judge Kavanaugh denies her allegations categorically.

What to do? The common assumption in such he-said/she-said disputes is that we can assess the disputants' credibility and believability based on how they conduct themselves under questioning. Yet there are strong reasons to resist taking the bait on saying who is being truthful. In both these cases, as in many other public pronouncements of sexual misconduct, the scientific literature does not offer guidance on declaring who is misremembering -- or lying, which implies an intent to deceive.

The literature instead strongly supports deferring to long-honored legal requirements for judging the truthfulness of accusers and defenders by assessing claims with verifiable evidence. Relying solely on accusations and denials is fraught with potential error.

Memories are subject to serious flaws, given the limitations and imperfections of the biological and psychological processes of recording, retaining and recalling them. Memories aren't computer files with exacting recall and retrieval functions. They are often disassembled and stored in ""packets"" in multiple brain locations. People don't store the fine details of all daily experiences, because of neuron capacity limitations. Even important details can be missed or lost.

Hence the brain must be selective in which memories it stores and must condense them so that many details are left out. Many eyewitnesses and even victims of crimes don't take note of the facial features of gun-toting assailants or the make and color of getaway cars.

In retrieving memories, people reassemble them and -- as Ms. Ramirez did in consultation with her lawyer -- fill in the blanks in the condensed version. That process is fraught with the risk of error, especially when heavy drinking or drugs are involved. Crime victims who forget key facial features of their assailants can distort their recalled and reassembled memories so thoroughly that they accuse the wrong person of the actual crime. See the parade of longtime prisoners released because DNA tests prove them innocent.

The more remote a memory is in time, the less reliable it tends to be, partly because of decay and partly because recalled memories can be corrupted by new information. New and old memories can be conflated, sometimes emerging as totally false memories. Memories can be warped by leading questions from therapists, lawyers, journalists or others.

My colleague Elizabeth Loftus was able to ""implant"" false memories in a significant subset of laboratory subjects by showing them an official-looking poster of Disney characters, including Mickey Mouse and Bugs Bunny. Many subjects later remembered meeting Bugs Bunny on a childhood trip to Disneyland. Some of them even reported that Bugs had touched them inappropriately.

That was impossible. Bugs Bunny isn't a Disney character.

Along with the unreliability of memory, there is the difficulty of determining whether someone is lying. Evolutionary biologists claim that over the eons people have honed lying and cheating skills -- scholars call them ""tactical deception"" -- as survival and reproductive strategies. If given several costless or profitable chances to lie, many people will do so, with little hesitation and often convincingly. According to one study, some people can't go 10 minutes without lying. Lying on resumes, especially about educational credentials, is rampant, according to research.

No doubt some people resist strong temptations to lie, but liars can be good at faking sincerity. Without additional evidence, it is very difficult to tell who's lying and who's telling the truth. Witnesses in courts and congressional hearings are threatened with potentially brutal cross-examinations and with up to five years in prison for perjury. You'd think that would be enough to stop anyone from lying under oath. Yet the number of perjury prosecutions in federal courts alone has ranged from 250 to 645 a year over the last decade.

When the stakes are high, people simply can't be taken at their words alone -- and neither can they be called liars without evidence. That's especially the case when raw politics can infiltrate memories from long ago.

Pundits have drawn a line between Judge Kavanaugh and his accusers, and insisted Americans take sides. But there is a third way: Remain agnostic until you know whether the accusations are backed by independent corroborating evidence. Without corroboration the public -- and members of congressional committees -- can't know whether a memory is authentic or is a product of some other process."

wsj,Upward Mobility: The Mitchell Memo's Devastating Conclusions,"Rachel Mitchell, the outside prosecutor hired by Senate Republicans, took some heat last week for the methodical manner in which she questioned Christine Blasey Ford, the college professor who has accused Supreme Court nominee Brett Kavanaugh of sexual assault when they were in high school more than 35 years ago. Supporters of Judge Kavanaugh had expected Ms. Mitchell to be more combative, but she was more interested in being thorough. Now we know why.

On Sunday Ms. Mitchell sent senators a nine-page memo outlining her assessment of Ms. Ford's testimony, and the portrait she paints of the accuser is devastating. Ms. Mitchell writes that Ms. Ford ""has not offered a consistent account of the alleged assault"" -- when it happened and what occurred -- and has even ""struggled to identify Judge Kavanaugh as the accuser by name.""

""A 'he said, she said' case is incredibly difficult to prove,"" writes Ms. Mitchell. ""But this case is even weaker than that. Dr. Ford identified other witnesses to the event, and those witnesses either refuted her allegations or failed to corroborate them."" One of those supposed witnesses is Leland Keyser, a lifelong friend of Ms. Ford, whose attorney has stated: ""Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.""

Sexual-assault victims, we are told, sometimes experience memory lapses, and given the amount of time that has passed since the alleged event occurred in the early 1980s, it's no surprise that Ms. Ford doesn't remember every detail. What's remarkable is how Democrats on the Senate Judiciary Committee have attempted to turn her inconsistent statements and memory lapses into a virtue. By their logic, the hazier the recollection, the more credible the allegation.

Ms. Mitchell, who has been prosecuting sex-related and other crimes for nearly a quarter-century, isn't buying it. Whether the witness looked or sounded like someone who believed what she was saying matters less than whether her account can be corroborated. Ms. Ford's memory loss seems rather selective and her inconsistencies have piled up -- not only over the past three decades but also over the past three months. In early July she told the Washington Post that the assault occurred in the ""mid-1980s."" Later that month, she told Sen. Dianne Feinstein that it occurred in the ""early 80s."" By September, Ms. Ford was convinced that she was attacked in the ""summer of 1982."" ""While it is common for victims to be uncertain about dates,"" writes Ms. Mitchell, ""Dr. Ford failed to explain how she was suddenly able to narrow the timeframe to a particular season and particular year.""

Ms. Ford, who possesses two master's degrees and a doctorate, claims that she knew how to contact her congresswoman but not her senator. She says she struggled academically in college due to the assault, but makes no claim of struggling through her final two years of high school. Even her age at the time of the alleged incident has varied in her descriptions over the years. In 2013 she told a therapist it happened in her ""late teens."" Now she says it happened when she was 15. And so on.

Majority Leader Mitch McConnell said Monday that the Senate will start voting this week on the nomination, and let's hope he means it this time. Judge Kavanaugh has denied Ms. Ford's allegations, and the other women who have come forward have been even less credible. The only thing we seem to have established is that Judge Kavanaugh drank -- sometimes to excess, when he was young -- which he doesn't deny and which isn't evidence that he sexually assaulted Ms. Ford or anyone else.

Assenting to the FBI investigation was a mistake. The Republicans know that it is a mostly redundant exercise intended to postpone a vote until after the midterm elections, not determine what did or didn't happen 36 years ago. Agents are re-interviewing people who were already contacted by Senate staffers. Judge Kavanaugh's six previous background checks over the past 25 years have turned up nothing, let alone something this serious. What would be fishy is if the seventh background check turned out any differently.

Predictably, Democrats have used the delay to argue that a one-week investigation is insufficient and that the probe's scope is too limited. They've also decided, based on Judge Kavanaugh's response to some of the allegations, that he lacks the right ""temperament"" for a Supreme Court justice. The bigger concern for the country might be the temperament of Senate Democrats who are so willing and eager to dispense with due process in order to prevent President Trump from filling a Supreme Court vacancy."

wsj,Therapeutic Narratives Needn't Be Factual,"Christine Blasey Ford was believable and sincere when she told her story of being assaulted by a young Brett Kavanaugh. So was Judge Kavanaugh when he categorically denied her claims -- and none of her purported eyewitnesses have any memory of the gathering she describes. They can't both be telling the truth, but it is possible neither is deliberately lying.

Consider that according to Ms. Ford, she first told the story during therapy. The therapist's role is different from that of a detective, journalist or lawyer. When a patient tells me a story, I don't test it to see if it's objectively accurate. I may help patients see things from a different perspective, but I never doubt the reality of what they are saying -- or, as Sen. Cory Booker put it, of ""her truth."" The therapist's job is to empathize with and believe those in pain.

In many cases therapy leads patients to change the stories they tell themselves to heal their emotional wounds. A therapeutic narrative may be a mix of accurate and inaccurate memories, along with inferences to fill in the gaps. Like mythology or other literature, it can provide truthful insights into one's inner life even if it doesn't pass the test of objective accuracy.

Complicating matters in this case is the undeveloped state of the adolescent brain. Between ages 9 and 25, the prefrontal cortex and limbic system undergo stages of flux and reorganization. These areas of the brain are responsible for memory, judgment, stress and emotional regulation, and connecting behaviors to consequences. Before the brain is fully mature, boys and girls alike are prone to impulsive, aggressive and selfish behavior. Teens commonly use the psychological defenses of denial and repression to protect themselves from painful memories or actions.

Middle adolescence (14 to 17) is also a time of what mental-health professionals call present-oriented thinking. Teens at this stage have little connection to the past (experience) or the future (consequences). That contributes to later difficulty in recalling events and actions from those years of development.

How we remember depends on many factors. Both traumatic and thrilling events can leave a lasting imprint. A very painful or embarrassing memory may be repressed, or an occasion of no consequence may be forgotten. Memories may change or become less clear over time. Often a person who feels victimized will remember an incident vividly, while the same event will leave no impression on the aggressor. Years after being bullied as a teenager, I approached one of my tormentors at a party in New York. When I reminded her how she treated me, she stared blankly and said she didn't know what I was talking about. I believed her -- and in that moment understood how powerful psychological defenses can be.

It is difficult not to feel for both Ms. Ford and Judge Kavanaugh. They each remember the past so differently, and each of their lives has been changed forever by what happened -- or didn't -- 36 years ago.

"

wsj,GOP Leaders Agree to Give FBI Latitude,"WASHINGTON -- Senior Republicans said they wouldn't restrict who the FBI could question as part of its investigation into sexual-assault allegations against Supreme Court nominee Brett Kavanaugh, but said they planned to begin floor votes this week on his confirmation.

President Trump said that he wanted a ""comprehensive"" inquiry by the Federal Bureau of Investigation, although he also made clear on Monday he desired quick action by the agency. Senate Majority Leader Mitch McConnell (R., Ky.) said the Senate would begin voting this week on Judge Kavanaugh, meaning not much time would elapse between the end of the FBI's investigation and such votes.

Republicans fended off criticism that they were rushing through a cursory probe and took pains to say that while they had limited it to ""current and credible"" allegations against Judge Kavanaugh, they never told the FBI which individuals to question. The FBI has already begun talking to several witnesses connected to allegations from college professor Christine Blasey Ford, according to their attorneys.

""We didn't give them any list,"" said Senate Majority Whip John Cornyn (R., Texas) said. ""The agreement was to [look into] current and credible allegations.""

Mr. Trump said he is open to dropping his support for Judge Kavanaugh depending on the outcome of the FBI probe. ""I'm waiting, just like you,"" he said. ""Certainly if they find something I'm going to take that into consideration . . . . I have a very open mind.""

While the FBI has spoken to several people, it hasn't talked to Dr. Ford, who first brought allegations of misconduct against Judge Kavanaugh.

The FBI has talked to Mark Judge, who Dr. Ford said was present when she was sexually assaulted by Judge Kavanaugh at a house party when they were teenagers, according to a lawyer for Mr. Judge. The interview with Mr. Judge isn't complete, the lawyer said.

Investigators have also spoken with Deborah Ramirez, who told the New Yorker that Judge Kavanaugh exposed himself to her while drunk when they were at Yale University, according to her attorney. Judge Kavanaugh has denied all allegations of sexual misconduct and characterized them as a political smear.

An attorney for P.J. Smyth, whom Dr. Ford identified as also being at the gathering, said Monday his client had spoken to the FBI. Mr. Smyth repeated his earlier statement that he doesn't know anything about the allegations, attorney Eric Bruce said.

The FBI declined to comment.

Mr. Trump discussed on Monday an aspect of Judge Kavanaugh's comments before the Senate Judiciary Committee last week that have drawn increasing amounts of attention -- his youthful drinking, specifically whether he was truthful in describing how much he drank. Taking questions after an event about a new trade deal, Mr. Trump heaped praise on Judge Kavanaugh, commending him for conceding that he at times drank too much. ""I was surprised at how vocal he was about the fact that he likes beer and he's had a little bit of difficulty.""

Mr. Trump went on to say that he doesn't drink and ""can honestly say I've never had a beer in my life."" He added, ""Can you imagine, if I had, what a mess I'd be? I'd be the world's worst.""

For the White House and Senate GOP leaders, the goal of the FBI investigation is to address the concerns of the critical group of undecided GOP senators who said they needed more information before they could support Judge Kavanaugh. Republican Sens. Jeff Flake of Arizona, Susan Collins of Maine and Lisa Murkowski of Alaska have all said the FBI should be free to follow the investigation where it goes this week.

Mr. Flake said he was in discussions with Senate colleagues and the White House counsel's office about the investigation. ""We certainly want the FBI to do a real investigation and we are working to make sure that that happens,"" Mr. Flake told an audience in Boston.

Judge Kavanaugh has categorically denied the specific allegation made by Dr. Ford. He has said that while he occasionally drank too many beers, he never blacked out from drinking. It wasn't clear Monday whether the FBI would speak to a third woman, Julie Swetnick, who said she attended parties in the early 1980s at which Judge Kavanaugh would ""spike"" the punch and ""target"" women, grabbing them without their consent. Judge Kavanaugh has denied Ms. Swetnick's claims.

The debate over whether Judge Kavanaugh was truthful about his drinking habits in his testimony intensified Monday, as additional classmates said the nominee had drunk more than he claimed.

On Sunday, Chad Ludington, a classmate of Judge Kavanaugh's at Yale, said in a statement to several news outlets that he had witnessed Judge Kavanaugh ""staggering from alcohol consumption"" and that he was ""often belligerent and aggressive"" when drunk, even starting a fight that ended with a mutual friend going to jail.

The White House released statements from two other Yale classmates, who said they never saw Judge Kavanaugh black out from drinking or behave aggressively while drunk.

One person close to Judge Kavanaugh said the judge is frustrated with the current situation but hopeful he will be clearly vindicated by the FBI probe. ""He's not happy about the process,"" this person said. ""But in a way, he's heartened by the fact that there will be a conclusion that will hopefully clear his name.""

Late Monday, Harvard Law School told students that Judge Kavanaugh wouldn't be teaching there next semester, according to an email viewed by The Wall Street Journal. He had taught at Harvard Law since 2008.

""Today, Judge Kavanaugh indicated that he can no longer commit to teaching his course in January Term 2019,"" Catherine Claypoole, the school's dean for academic and faculty affairs, wrote in the email.

While Mr. Flake and the other undecided GOP senators have said they won't vote for Judge Kavanaugh until the FBI has completed its report, Mr. McConnell could still take a procedural step this week to pave the way for a quicker Senate vote once the bureau is done with its work."

wsj,"From GOP Surrogate, A Careful Inquiry","The Arizona prosecutor tapped by Senate Republicans to question Supreme Court nominee Brett Kavanaugh's accuser struck a measured and at times gentle tone Thursday with Christine Blasey Ford, while testing her memory and motives.

Rachel Mitchell was chosen to serve as a surrogate questioner for Republicans on the Senate Judiciary Committee. At least until late afternoon, when GOP senators began to pose questions themselves when Judge Kavanaugh was before the committee, Ms. Mitchell largely set the tenor for the hearing's first half.

Her carefully worded questions attempted to avoid the impression of a hostile interrogation while teasing out the reasons behind Dr. Ford's decision to go public with her accusation that Judge Kavanaugh had sexually assaulted her at a high-school party in the early 1980s.

Ms. Mitchell was careful to avoid implying that Dr. Ford was lying about her allegations against Judge Kavanaugh. But she tried to draw attention to the holes in Dr. Ford's memory, including varying recollections Dr. Ford has given about the year of the alleged attack.

Later, Ms. Mitchell focused on the circumstances leading up to Thursday's hearing and Dr. Ford's decision to come forward, inquiring whether she was influenced by political forces.

She was most pointed about why Dr. Ford hadn't turned to a forensic interviewer more experienced helping sexual-abuse victims get to the truth of their memory and trauma. ""Instead, you were advised to get an attorney and take a polygraph? Is that right?"" she said. ""And instead of submitting to an interview in California, we're having a hearing here today in five-minute increments, is that right?""

Ms. Mitchell's questioning turned more direct and graphic when it was Judge Kavanaugh's turn to speak.

She recounted Dr. Ford's allegations and posed to him a list of yes-or-no questions, getting back denials for each of them.

""Have you ever ground or rubbed your genitals against Dr. Ford?"" she asked. ""No,"" said the judge."

wsj,Lindsey Graham Says Stop,"The U.S. Senate is sometimes called ""the Club."" No Member in our time more personifies the Club than South Carolina's Lindsey Graham. On Thursday at the Kavanaugh hearing, he dropped out.

When his turn arrived to question Brett Kavanaugh, Senator Graham instead stared across the long table at the Judiciary Committee's Democrats and, well, unloaded. He called their tactics against Judge Kavanaugh ""the most unethical sham since I've been in politics."" A moment's pause and then this: ""Boy, do you want power, and I hope you never get it.""

What caused Lindsey Graham to pop?

A phrase rolling through the Kavanaugh confirmation story the past few weeks is character assassination. It is an ugly thing, and most of the time American politics stops short of defeating an opponent solely by tearing him apart personally and then using the damage to his reputation as a pretext to defeat him.

By the midday recess of Thursday's hearing, that manifestly was the Democrats' strategy. The hearing made clear that Christine Blasey Ford's accusation was not going to be corroborated. But the Democrats' real interest wasn't Ms. Ford. It was Judge Kavanaugh. The informal standards of the Senate Club were shattered Thursday by Senators Dianne Feinstein, Richard Blumenthal, Mazie Hirono, Cory Booker and Kamala Harris.

One Democratic Senator after another took the allotted time to say Ms. Ford had been the victim of a sexual predator, specifically Judge Kavanaugh. None bothered to say the acts were ""alleged.""

Do not forget the point of all this. It has been clear from day one that every committee Democrat would vote against Judge Kavanaugh. Their strategy has been to turn three Republican Senators against Mr. Kavanaugh to defeat his nomination and make that defeat a strategy for winning back Senate control in November.

By late afternoon, Senator Graham had enough. ""To my Republican colleagues,"" he said, ""if you vote no, you are legitimizing the most despicable thing that I have seen in my time in politics."" It's no secret that America's polarized politics is running off the rails. Lindsey Graham's finest moment may be that he threw the brake."

wsj,Judge's Accuser Is In Talks to Testify,"WASHINGTON -- The California professor who has accused Supreme Court nominee Brett Kavanaugh of sexually assaulting her when they were teenagers would be willing to testify next week before a Senate panel, her lawyer said.

The offer to appear before the Judiciary Committee could break a partisan logjam over whether the FBI should investigate her allegations.

Christine Blasey Ford isn't willing, however, to go before the panel on Monday, when a hearing is scheduled, her lawyer wrote in an email Thursday to committee staff members. ""She wishes to testify, provided that we can agree on terms that are fair and which ensure her safety,"" wrote the lawyer, Debra Katz, who added that Dr. Ford had been receiving death threats.

Before Thursday, Dr. Ford had said she wanted the Federal Bureau of Investigation to reopen a background investigation into Judge Kavanaugh before she testified, an idea rejected by Republicans. In Thursday's message, Ms. Katz said that continues to be Dr. Ford's ""strong preference,"" but it doesn't appear to be an unconditional demand.

Ms. Katz spoke with Senate Judiciary Committee staff Thursday, but the two sides didn't reach an agreement, congressional aides said. Ms. Katz raised logistical questions about security and what media would be present. They also discussed other sticking points such as additional witnesses. Dr. Ford has asked for Judge Kavanaugh to testify first. Her camp is also pushing to hold the hearing on Thursday, according to congressional aides.

The conversations are expected to continue, the aides said. Ms. Katz canceled two planned television appearances Thursday night, citing the effort to make progress with the committee.

A spokesman for committee Chairman Chuck Grassley (R., Iowa) issued a statement later saying Mr. Grassley would confer with other senators about the hearing. ""He remains committed to providing a fair forum for both Dr. Ford and Judge Kavanaugh,"" the statement said.

The Palo Alto University psychology professor has alleged that at a high-school party in the 1980s, Judge Kavanaugh groped her and tried to remove her clothes after he and a friend pulled her into a room. Judge Kavanaugh has denied the allegation.

Sen. Grassley had scheduled a hearing Monday and invited both Dr. Ford and Judge Kavanaugh to testify. Late Thursday, Judge Kavanaugh sent a letter to Mr. Grassley formally accepting an invitation to appear at the hearing.

""From the moment I first heard this allegation, I have categorically and unequivocally denied it,"" Judge Kavanaugh wrote in the letter.

President Trump on Thursday said in an interview with Sean Hannity of Fox News that he didn't believe the confirmation proceedings should be delayed any longer. But he added, ""Let her have her say and let's see how it all works out.""

Democrats said an FBI investigation was needed to provide a neutral set of facts and that additional witnesses should testify. GOP lawmakers said that was unnecessary, noting that the FBI had already investigated at length.

Meanwhile, Democrats continued on Thursday to cite Dr. Ford's request for an FBI investigation as an indication she was confident the facts would support her assertions.

""Who is not asking the FBI to investigate these claims? The White House,"" said Sen. Kirsten Gillibrand (D., N.Y.). ""Judge Kavanaugh has not asked to have the FBI to review these claims. Is that the reaction of an innocent person? It is not.""

The FBI could reopen its background investigation of Judge Kavanaugh, but it would be up to President Trump, a Republican, to direct them to do so. He has dismissed the idea, saying it is unnecessary given that the judge has undergone previous background checks.

Ms. Gillibrand and Sen. Mazie Hirono (D., Hawaii) said they had received a letter Thursday from more than 1,000 alumnae of Holton-Arms School, from which Dr. Ford graduated in 1984, supporting Dr. Ford.

A public appearance by Dr. Ford could change the political calculus for both parties. Aides and strategists from both parties believe her absence would make it easier for Judge Kavanaugh to get confirmed.

Several Republicans have urged her to appear. Sen. Susan Collins (R., Maine), considered a pivotal vote, said earlier this week it would be unfair of Dr. Ford to make these accusations without answering questions under oath.

""There are these very serious allegations hanging over the head of a nominee who has emphatically denied them,"" Ms. Collins told a Maine radio show Wednesday.

In her email Thursday, Ms. Katz wrote that Dr. Ford and her family have relocated from their northern California home amid the death threats and online intimidation.

Judge Kavanaugh's wife, Ashley Estes Kavanaugh, also has faced threats, which are being investigated by the U.S. Marshals Service, a senior administration official said Thursday.

She has received two profane notes on her work email account in recent days, the official said. Both notes, which have been reviewed by The Wall Street Journal, were sent from the same email address. One of the notes to Mrs. Kavanaugh, a town manager in the suburbs of Washington, D.C., reads, ""May you, your husband and your kids burn in hell."" The other, whose subject line reads, ""Hi, Ashley,"" says she should tell her husband to ""put a bullet in his . . . skull.""

One person close to the confirmation process said that while Mrs. Kavanaugh is upset by the attacks on her husband, she doesn't want him to withdraw. Judge Kavanaugh himself hasn't considered withdrawing, according a person familiar with his thinking.

""He's absolutely intending to go forward,"" this person said, and is determined ""to reiterate his strong and categorical denial, to clear his reputation and move forward in the process.""

Republicans have an advantage of 11-10 on the Judiciary Committee and 51-49 in the full Senate, meaning they cannot afford to lose more than one vote, assuming all Democrats vote against Judge Kavanaugh. In case of a tie, Vice President Mike Pence could cast a vote to confirm him."

wsj,The Presumption of Guilt,"""As Judge Kavanaugh stands to gain the lifetime privilege of serving on the country's highest court, he has the burden of persuasion. And that is only fair.""

-- Anita Hill, Sept. 18, 2018

""Not only do women like Dr. Ford, who bravely comes forward, need to be heard, but they need to be believed.""

-- Sen. Maize Hirono (D., Hawaii)

The last-minute accusation of sexual assault against Supreme Court nominee Brett Kavanaugh is an ugly spectacle by any measure. But if there is a silver lining, it is that the episode is providing an education for Americans on the new liberal standard of legal and political due process.

As Ms. Hill and Sen. Hirono aver, the Democratic standard for sexual-assault allegations is that they should be accepted as true merely for having been made. The accuser is assumed to be telling the truth because the accuser is a woman. The burden is on Mr. Kavanaugh to prove his innocence. If he cannot do so, then he is unfit to serve on the Court.

---

This turns American justice and due process upside down. The core tenet of Anglo-American law is that the burden of proof always rests with the person making the accusation. An accuser can't doom someone's freedom or career merely by making a charge.

The accuser has to prove the allegation in a court of law or in some other venue where the accused can challenge the facts. Otherwise we have a Jacobin system of justice in which ""J'accuse"" becomes the standard and anyone can be ruined on a whim or a vendetta.

Another core tenet of due process is that an accusation isn't any more or less credible because of the gender, race, religion or ethnicity of who makes it. A woman can lie, as the Duke lacrosse players will tell you. Ms. Hirono's standard of credibility by gender would have appalled the civil-rights campaigners of a half century ago who marched in part against Southern courts that treated the testimony of black Americans as inherently less credible than that of whites. Yet now the liberal heirs of those marchers want to impose a double standard of credibility by gender.

A third tenet of due process is the right to cross-examine an accuser. The point is to test an accuser's facts and credibility, which is why we have an adversarial system. The denial of cross-examination is a major reason that campus panels adjudicating sexual-assault claims have become kangaroo courts.

It's worth quoting from the Sixth Circuit Court of Appeals ruling this month in Doe v. Baum on a sexual-assault case at the University of Michigan.

""Due process requires cross-examination in circumstances like these because it is 'the greatest legal engine ever invented' for uncovering the truth,"" wrote Judge Amul Thapar. ""Not only does cross-examination allow the accused to identify inconsistencies in the other side's story, but it also gives the fact-finder an opportunity to assess a witness's demeanor and determine who can be trusted. So if a university is faced with competing narratives about potential misconduct, the administration must facilitate some form of cross-examination in order to satisfy due process.""

---

Consider the limited facts of Christine Blasey Ford's accusation against Judge Kavanaugh. It concerns an event some 36 years ago that she recalls in only partial detail. She remembers the alleged assault and rooms she entered with some specificity, but not the home where it occurred. She doesn't know how she traveled to or from the home that evening.

She told no one about the incident for 30 years until a couples therapy session with her husband. Her therapist's notes say there were four assailants but she says there were only two. Two of the three other people she says were at the drinking party that night say they know nothing about the party or the assault, and Mr. Kavanaugh denies it categorically.

Democrats claim that even asking questions about these facts is somehow an unfair attack on her as a woman. Her lawyer is demanding that Ms. Ford testify after Mr. Kavanaugh, and that only Senators ask questions -- no doubt to bar Republicans from having a female special counsel ask those questions.

We're told Ms. Ford even wants to bar any questions about why she waited so long to recall the alleged assault and who she consulted in finally going public this year. Such a process is designed to obscure the truth, not to discover it. None of these demands should be tolerable to Senators who care about finding the truth about a serious accusation.

We don't doubt that Ms. Ford believes what she claims. But the set of facts she currently provides wouldn't pass even the ""preponderance of evidence"" -- or 50.01% evidence of guilt -- test that prevails today on college campuses. If this is the extent of her evidence and it is allowed to defeat a Supreme Court nominee, a charge of sexual assault will become a killer political weapon regardless of facts. And the new American standard of due process will be the presumption of guilt."

wsj,"Accuser Seen as Thorough, Guarded","Christine Blasey Ford sent an unusual Facebook message to her best college friend this summer with a question: Had she ever mentioned a sexual assault that occurred when she was in high school?

Her friend, Catherine Piwowarski, her onetime roommate at the University of North Carolina at Chapel Hill, said she had no memory of that. She didn't know at the time that Dr. Ford was considering coming forward with her allegation that Supreme Court nominee Brett Kavanaugh had sexually assaulted her in the 1980s, when both were teenagers in suburban Maryland.

Interviews with friends and acquaintances of Dr. Ford paint a picture of a guarded person, one more interested in discussions of sports and science than politics and personal trauma. Her decision to go public this week with the explosive accusation has thrust her into an uncomfortable spotlight and put her three-decade-old memories at the center of a fight over the fate of President Trump's second Supreme Court nominee.

Democrats have pointed to her allegation as a reason to disqualify Judge Kavanaugh. Republicans, without dismissing her claim, have questioned why her allegation wasn't aired sooner, before hearings were held earlier this month. They also say that her recollections are spotty and imprecise but potentially tarnishing to a nominee they see as extremely qualified for the court.

